amfi_code,date,nav
118559,2022-03-30,589.8452964166215
118559,2022-03-31,588.2821003214312
118559,2022-04-01,579.0154275946786
118559,2022-04-04,583.4426139611463
118559,2022-04-05,587.603418555761
118559,2022-04-06,588.2850518284835
118559,2022-04-07,586.7505070368322
118559,2022-04-08,593.7014627272473
118559,2022-04-11,586.856799440412
118559,2022-04-12,581.5836757522811
118559,2022-04-13,574.7225714019885
118559,2022-04-14,575.4810187284376
118559,2022-04-15,568.1409216875419
118559,2022-04-18,563.646412166903
118559,2022-04-19,559.0419470043588
118559,2022-04-20,557.4613677142977
118559,2022-04-21,547.6787606062641
118559,2022-04-22,548.4161880979377
118559,2022-04-25,556.7892111163451
118559,2022-04-26,557.8615294913438
118559,2022-04-27,568.3470132055058
118559,2022-04-28,577.615603924244
118559,2022-04-29,583.1796713935307
118559,2022-05-02,583.8772884769495
118559,2022-05-03,584.2101012516337
118559,2022-05-04,589.7399987901889
118559,2022-05-05,587.1451148925253
118559,2022-05-06,574.0575040720979
118559,2022-05-09,577.61898475482
118559,2022-05-10,569.9523498857136
118559,2022-05-11,563.5428397435309
118559,2022-05-12,563.7134170469279
118559,2022-05-13,563.23905303478
118559,2022-05-16,553.8639912229137
118559,2022-05-17,555.1300682389747
118559,2022-05-18,561.7326053697924
118559,2022-05-19,554.295210151254
118559,2022-05-20,562.9254756977407
118559,2022-05-23,552.5552344935778
118559,2022-05-24,566.7602635330276
118559,2022-05-25,564.1332587725492
118559,2022-05-26,565.2882674416124
118559,2022-05-27,552.6233213602635
118559,2022-05-30,552.3770542835292
118559,2022-05-31,554.0572671472255
118559,2022-06-01,553.6506194482214
118559,2022-06-02,550.0757123887405
118559,2022-06-03,543.992549280244
118559,2022-06-06,551.5357237385234
118559,2022-06-07,551.9050792816139
118559,2022-06-08,562.2748395555762
118559,2022-06-09,558.891188628589
118559,2022-06-10,556.1428209093192
118559,2022-06-13,561.7527063624774
118559,2022-06-14,550.9807052472177
118559,2022-06-15,543.1228606831672
118559,2022-06-16,550.4386276677495
118559,2022-06-17,542.8628268114231
118559,2022-06-20,531.1757435440906
118559,2022-06-21,543.2452920886387
118559,2022-06-22,534.3220471734127
118559,2022-06-23,535.6628924336331
118559,2022-06-24,536.2676677912714
118559,2022-06-27,518.3415589830381
118559,2022-06-28,516.8343231803549
118559,2022-06-29,519.7704377769046
118559,2022-06-30,522.136283416324
118559,2022-07-01,527.9540554833201
118559,2022-07-04,525.6575103659384
118559,2022-07-05,530.3096073529061
118559,2022-07-06,526.0820063059462
118559,2022-07-07,517.3355725687708
118559,2022-07-08,509.4344406132799
118559,2022-07-11,500.6490778831762
118559,2022-07-12,506.86465201296335
118559,2022-07-13,497.80450611316303
118559,2022-07-14,499.59086070169997
118559,2022-07-15,498.1464983959338
118559,2022-07-18,497.68233401629533
118559,2022-07-19,505.97535785277984
118559,2022-07-20,503.46514913190526
118559,2022-07-21,507.3112295333839
118559,2022-07-22,507.69209862193844
118559,2022-07-25,506.91826068475456
118559,2022-07-26,521.0610923409115
118559,2022-07-27,512.2050854151057
118559,2022-07-28,520.282345523309
118559,2022-07-29,524.5366311970862
118559,2022-08-01,521.6756510833378
118559,2022-08-02,532.0318633595647
118559,2022-08-03,520.3924313171198
118559,2022-08-04,517.2902680140501
118559,2022-08-05,509.94382209441557
118559,2022-08-08,512.6184782462254
118559,2022-08-09,505.9253370808064
118559,2022-08-10,508.7062909607224
118559,2022-08-11,507.7208063168995
118559,2022-08-12,504.95258691547616
118559,2022-08-15,507.4590538789359
118559,2022-08-16,505.97551789347915
118559,2022-08-17,499.517439606683
118559,2022-08-18,516.4593107965545
118559,2022-08-19,513.5950242587144
118559,2022-08-22,500.0816668941877
118559,2022-08-23,495.1782739969126
118559,2022-08-24,487.7964928804125
118559,2022-08-25,492.77872303763365
118559,2022-08-26,494.8285996968074
118559,2022-08-29,497.3445822454097
118559,2022-08-30,495.2854415957644
118559,2022-08-31,493.77372990256146
118559,2022-09-01,491.7239896067494
118559,2022-09-02,491.3924111664478
118559,2022-09-05,496.46554702098024
118559,2022-09-06,498.61668504720376
118559,2022-09-07,501.7586452677795
118559,2022-09-08,504.9170688737747
118559,2022-09-09,510.42738499128126
118559,2022-09-12,512.3454692730409
118559,2022-09-13,514.7054231241557
118559,2022-09-14,522.2024549837245
118559,2022-09-15,518.191652387522
118559,2022-09-16,513.025845944957
118559,2022-09-19,505.8788525189737
118559,2022-09-20,507.14100748936806
118559,2022-09-21,496.01190615448616
118559,2022-09-22,498.9115169358164
118559,2022-09-23,498.40745808190286
118559,2022-09-26,505.34313498284695
118559,2022-09-27,501.42015232190636
118559,2022-09-28,500.3472037398764
118559,2022-09-29,507.2352034990892
118559,2022-09-30,515.8062751552632
118559,2022-10-03,511.7510947380119
118559,2022-10-04,513.020941003785
118559,2022-10-05,514.9873644978562
118559,2022-10-06,517.4509820983634
118559,2022-10-07,515.975776999537
118559,2022-10-10,524.0645232664106
118559,2022-10-11,512.3378239602824
118559,2022-10-12,509.9023939302481
118559,2022-10-13,512.7961760838974
118559,2022-10-14,515.7635725588622
118559,2022-10-17,524.2907475959234
118559,2022-10-18,531.9866566664813
118559,2022-10-19,530.3234006484456
118559,2022-10-20,538.7547233279315
118559,2022-10-21,534.3000293995689
118559,2022-10-24,540.4287972803091
118559,2022-10-25,552.3324277450374
118559,2022-10-26,560.5507638107257
118559,2022-10-27,561.430405071145
118559,2022-10-28,559.363585909906
118559,2022-10-31,549.2709352792838
118559,2022-11-01,551.4825613281686
118559,2022-11-02,544.2677318567427
118559,2022-11-03,539.2508809232343
118559,2022-11-04,531.7073275234766
118559,2022-11-07,528.9293120000235
118559,2022-11-08,528.9104646756838
118559,2022-11-09,530.8057491982833
118559,2022-11-10,527.1399624289294
118559,2022-11-11,534.0620504914383
118559,2022-11-14,532.8879347825231
118559,2022-11-15,528.0105877952211
118559,2022-11-16,529.6028075280484
118559,2022-11-17,542.2405254908003
118559,2022-11-18,544.5840493491091
118559,2022-11-21,542.3761599213032
118559,2022-11-22,532.5973692721614
118559,2022-11-23,531.3548473837155
118559,2022-11-24,533.0122162145586
118559,2022-11-25,530.6930956816965
118559,2022-11-28,520.2466060603747
118559,2022-11-29,515.0926349567338
118559,2022-11-30,524.2378273287959
118559,2022-12-01,533.4161895239902
118559,2022-12-02,527.9008421354093
118559,2022-12-05,532.3209988822287
118559,2022-12-06,524.9521466773621
118559,2022-12-07,533.956018483532
118559,2022-12-08,535.6875471722497
118559,2022-12-09,541.9527869374438
118559,2022-12-12,530.9613773411637
118559,2022-12-13,535.4382553020722
118559,2022-12-14,535.5495789314192
118559,2022-12-15,541.1852468667963
118559,2022-12-16,547.2889579028251
118559,2022-12-19,547.8851833999792
118559,2022-12-20,544.0993210709006
118559,2022-12-21,549.3533368276071
118559,2022-12-22,549.1215899289746
118559,2022-12-23,543.535145669787
118559,2022-12-26,537.6965852875231
118559,2022-12-27,528.3266991123966
118559,2022-12-28,525.249991795112
118559,2022-12-29,532.3578346504878
118559,2022-12-30,533.653571046173
118559,2023-01-02,530.4211179803976
118559,2023-01-03,535.7031953543035
118559,2023-01-04,530.5123816771301
118559,2023-01-05,531.2785494051914
118559,2023-01-06,530.2927278038043
118559,2023-01-09,535.4098232792502
118559,2023-01-10,525.4368834660936
118559,2023-01-11,520.2338114844443
118559,2023-01-12,510.16263222734653
118559,2023-01-13,508.726442454025
118559,2023-01-16,516.2744828373279
118559,2023-01-17,513.2979712209938
118559,2023-01-18,510.3063642594284
118559,2023-01-19,515.7976144272047
118559,2023-01-20,522.5662174693148
118559,2023-01-23,522.1675763633572
118559,2023-01-24,526.6146573863368
118559,2023-01-25,519.9669612247716
118559,2023-01-26,528.7209648378221
118559,2023-01-27,542.5123739058754
118559,2023-01-30,546.0683198123875
118559,2023-01-31,532.5738907115493
118559,2023-02-01,529.1660765256654
118559,2023-02-02,533.2162628013831
118559,2023-02-03,530.6793286172231
118559,2023-02-06,538.9400861114551
118559,2023-02-07,542.9055464581943
118559,2023-02-08,538.4658245085008
118559,2023-02-09,538.8358462310679
118559,2023-02-10,533.2179444269472
118559,2023-02-13,532.2096194076689
118559,2023-02-14,528.8273640044912
118559,2023-02-15,536.4409664474974
118559,2023-02-16,550.2232853708034
118559,2023-02-17,540.9386745960466
118559,2023-02-20,528.6168513725394
118559,2023-02-21,527.2202091437616
118559,2023-02-22,517.7719018988612
118559,2023-02-23,518.2143583085008
118559,2023-02-24,523.0271359875533
118559,2023-02-27,532.5617652157872
118559,2023-02-28,534.0085942456831
118559,2023-03-01,532.9310382228392
118559,2023-03-02,520.4388048031817
118559,2023-03-03,520.7584696575728
118559,2023-03-06,521.360178534988
118559,2023-03-07,525.5141062533577
118559,2023-03-08,521.2039145876394
118559,2023-03-09,518.6392623424822
118559,2023-03-10,509.5962541280071
118559,2023-03-13,495.73752222626274
118559,2023-03-14,489.2919602686912
118559,2023-03-15,480.2185743057752
118559,2023-03-16,482.3029858595642
118559,2023-03-17,479.44890552405064
118559,2023-03-20,476.4960537605867
118559,2023-03-21,471.0101753954397
118559,2023-03-22,452.8806239119193
118559,2023-03-23,461.21350465444306
118559,2023-03-24,455.81580942489046
118559,2023-03-27,453.6967031121775
118559,2023-03-28,445.9118547778052
118559,2023-03-29,451.2463714801399
118559,2023-03-30,452.15840684042405
118559,2023-03-31,447.81027823222763
118559,2023-04-03,445.83688789905466
118559,2023-04-04,454.94897313120237
118559,2023-04-05,454.6870894058895
118559,2023-04-06,453.8319128135191
118559,2023-04-07,448.8413148608614
118559,2023-04-10,438.77157171905657
118559,2023-04-11,438.0605581464654
118559,2023-04-12,439.9029625935888
118559,2023-04-13,445.8394590441224
118559,2023-04-14,433.9435891385887
118559,2023-04-17,428.2150321560301
118559,2023-04-18,425.35931188847337
118559,2023-04-19,425.4691523457933
118559,2023-04-20,424.8563047499429
118559,2023-04-21,424.36335917739626
118559,2023-04-24,426.56884035653104
118559,2023-04-25,422.07301067143294
118559,2023-04-26,426.9309432656327
118559,2023-04-27,429.27967366615906
118559,2023-04-28,427.76088768858517
118559,2023-05-01,436.10688583950963
118559,2023-05-02,444.38288290938806
118559,2023-05-03,449.4909505029865
118559,2023-05-04,433.3440303647405
118559,2023-05-05,441.68475073628633
118559,2023-05-08,446.0296488002299
118559,2023-05-09,456.9024705752161
118559,2023-05-10,463.8243488669375
118559,2023-05-11,472.74838134774654
118559,2023-05-12,477.87479776038435
118559,2023-05-15,485.75223807423487
118559,2023-05-16,497.5217645863618
118559,2023-05-17,498.9639094625473
118559,2023-05-18,489.69976304919027
118559,2023-05-19,488.03991061949336
118559,2023-05-22,490.47003077831386
118559,2023-05-23,491.0579331772869
118559,2023-05-24,483.8596408450841
118559,2023-05-25,474.53430519348694
118559,2023-05-26,470.4561801410933
118559,2023-05-29,475.1573897878216
118559,2023-05-30,484.31085845054344
118559,2023-05-31,489.7829954823584
118559,2023-06-01,496.1448492312537
118559,2023-06-02,495.81253792166984
118559,2023-06-05,485.59632578755816
118559,2023-06-06,483.0893633873002
118559,2023-06-07,481.73421417633176
118559,2023-06-08,479.0053681707825
118559,2023-06-09,479.4634593907436
118559,2023-06-12,482.14703417002136
118559,2023-06-13,487.22702319763545
118559,2023-06-14,485.74710114130664
118559,2023-06-15,474.79587792090075
118559,2023-06-16,472.1870964763657
118559,2023-06-19,472.5764264306063
118559,2023-06-20,479.65264173516965
118559,2023-06-21,476.52833114967154
118559,2023-06-22,479.6021883676072
118559,2023-06-23,481.41559052192684
118559,2023-06-26,481.81362801201726
118559,2023-06-27,487.33829571525905
118559,2023-06-28,483.6198585332076
118559,2023-06-29,480.4268854178858
118559,2023-06-30,480.5024037790343
118559,2023-07-03,476.95545128654874
118559,2023-07-04,480.00612870040345
118559,2023-07-05,476.04209041456113
118559,2023-07-06,477.4776669791808
118559,2023-07-07,477.0469471600528
118559,2023-07-10,478.42041854854676
118559,2023-07-11,475.9245486263095
118559,2023-07-12,474.13076066869166
118559,2023-07-13,474.81925126409254
118559,2023-07-14,476.1130834280527
118559,2023-07-17,476.2319103103629
118559,2023-07-18,486.1205555572193
118559,2023-07-19,480.48698074769175
118559,2023-07-20,480.26093779084357
118559,2023-07-21,471.3359854734194
118559,2023-07-24,473.5818909541506
118559,2023-07-25,467.38603875850805
118559,2023-07-26,465.96531463365534
118559,2023-07-27,464.0246753830418
118559,2023-07-28,465.72796775172577
118559,2023-07-31,462.77828385461214
118559,2023-08-01,459.6111827499962
118559,2023-08-02,467.66829435743415
118559,2023-08-03,469.40558923212524
118559,2023-08-04,466.3860860395025
118559,2023-08-07,465.1221778519989
118559,2023-08-08,474.4452074502314
118559,2023-08-09,473.2486668191043
118559,2023-08-10,469.4762505034327
118559,2023-08-11,465.7580202885363
118559,2023-08-14,462.8286269425382
118559,2023-08-15,459.66566875552627
118559,2023-08-16,452.74504624835663
118559,2023-08-17,446.7731574636151
118559,2023-08-18,442.46097242442613
118559,2023-08-21,445.73467577314784
118559,2023-08-22,443.8292280322573
118559,2023-08-23,442.85904385008536
118559,2023-08-24,449.74154118487826
118559,2023-08-25,456.86548578473867
118559,2023-08-28,455.4558276400908
118559,2023-08-29,452.1444988397479
118559,2023-08-30,447.58997325790614
118559,2023-08-31,451.44520410873275
118559,2023-09-01,450.47166848412536
118559,2023-09-04,448.51755000741906
118559,2023-09-05,444.272791171199
118559,2023-09-06,440.30277088292394
118559,2023-09-07,442.1259318168878
118559,2023-09-08,435.27949716779693
118559,2023-09-11,440.6066323543072
118559,2023-09-12,437.91622845547334
118559,2023-09-13,437.2612672238326
118559,2023-09-14,430.37714148927734
118559,2023-09-15,430.4423904258931
118559,2023-09-18,428.8756441262376
118559,2023-09-19,428.74656663036194
118559,2023-09-20,436.4470722473752
118559,2023-09-21,437.5086758710002
118559,2023-09-22,433.46788502466916
118559,2023-09-25,429.8979133437699
118559,2023-09-26,433.09703057765466
118559,2023-09-27,439.97648218235247
118559,2023-09-28,441.59692271541354
118559,2023-09-29,445.37900293579145
118559,2023-10-02,448.7713891879367
118559,2023-10-03,456.5480467022485
118559,2023-10-04,446.0040320935235
118559,2023-10-05,449.7088213497794
118559,2023-10-06,455.1524713180623
118559,2023-10-09,447.9771362203415
118559,2023-10-10,443.35042020065566
118559,2023-10-11,438.9570866574707
118559,2023-10-12,435.2498823268318
118559,2023-10-13,432.86444981471567
118559,2023-10-16,434.2544787480184
118559,2023-10-17,438.89583222453956
118559,2023-10-18,444.7225270471468
118559,2023-10-19,440.38475833749
118559,2023-10-20,436.052941853582
118559,2023-10-23,443.06897354766926
118559,2023-10-24,446.640520299103
118559,2023-10-25,447.2186420082352
118559,2023-10-26,449.89302742389026
118559,2023-10-27,449.8670931683675
118559,2023-10-30,452.83397393411735
118559,2023-10-31,451.1436351140703
118559,2023-11-01,452.73421382771875
118559,2023-11-02,444.66352354909185
118559,2023-11-03,441.1269315504109
118559,2023-11-06,437.6754952733618
118559,2023-11-07,435.84046180343285
118559,2023-11-08,431.1254703640114
118559,2023-11-09,428.49451704540826
118559,2023-11-10,420.8360479332332
118559,2023-11-13,423.7332540274345
118559,2023-11-14,423.4408093412078
118559,2023-11-15,414.9031877096326
118559,2023-11-16,410.87117557297154
118559,2023-11-17,412.6540348165475
118559,2023-11-20,410.0888686609521
118559,2023-11-21,406.782200102619
118559,2023-11-22,406.54011908347115
118559,2023-11-23,408.3383153136139
118559,2023-11-24,401.42260389816073
118559,2023-11-27,404.1930387682384
118559,2023-11-28,400.4326209990846
118559,2023-11-29,400.4666034655989
118559,2023-11-30,400.41652844539453
118559,2023-12-01,398.00410158000705
118559,2023-12-04,393.2344534794926
118559,2023-12-05,392.00432229227033
118559,2023-12-06,399.76756166467925
118559,2023-12-07,393.35524985268114
118559,2023-12-08,401.4614189531443
118559,2023-12-11,400.3306410203595
118559,2023-12-12,400.62066335758834
118559,2023-12-13,395.5165438829778
118559,2023-12-14,391.9746010770997
118559,2023-12-15,389.7266597440051
118559,2023-12-18,384.95315524459204
118559,2023-12-19,384.1035576686393
118559,2023-12-20,382.3427537110921
118559,2023-12-21,390.9490496393907
118559,2023-12-22,385.59629635673247
118559,2023-12-25,386.18714024079003
118559,2023-12-26,387.45157694478604
118559,2023-12-27,382.59144380493075
118559,2023-12-28,385.85951311563497
118559,2023-12-29,384.1308917625539
118559,2024-01-01,372.7572847162943
118559,2024-01-02,375.8206768984595
118559,2024-01-03,370.8961893521021
118559,2024-01-04,366.3440693910486
118559,2024-01-05,369.47807879253844
118559,2024-01-08,368.0496995255193
118559,2024-01-09,372.2135436062974
118559,2024-01-10,377.73049019787675
118559,2024-01-11,374.92049962341486
118559,2024-01-12,378.6019002290936
118559,2024-01-15,375.28325405969105
118559,2024-01-16,385.4524511327952
118559,2024-01-17,382.3628631570207
118559,2024-01-18,387.1856247972669
118559,2024-01-19,391.22222090513003
118559,2024-01-22,392.82351452859984
118559,2024-01-23,389.7805001272286
118559,2024-01-24,389.18929279574365
118559,2024-01-25,379.24820836777985
118559,2024-01-26,380.38331360002974
118559,2024-01-29,382.09328265133314
118559,2024-01-30,382.82002141126304
118559,2024-01-31,369.2759738318089
118559,2024-02-01,363.7783270546276
118559,2024-02-02,360.62178911803994
118559,2024-02-05,361.9921184503621
118559,2024-02-06,363.35757692674304
118559,2024-02-07,362.7243589447899
118559,2024-02-08,365.59820461291986
118559,2024-02-09,361.20557563540245
118559,2024-02-12,363.9589807461479
118559,2024-02-13,366.1416082715094
118559,2024-02-14,367.9103127190924
118559,2024-02-15,367.21699118976926
118559,2024-02-16,375.3945191550516
118559,2024-02-19,377.72885301075814
118559,2024-02-20,373.45295092719
118559,2024-02-21,374.677751764208
118559,2024-02-22,378.1734204492825
118559,2024-02-23,375.61798799000724
118559,2024-02-26,380.6404763835916
118559,2024-02-27,382.49967842736663
118559,2024-02-28,371.8624618003341
118559,2024-02-29,373.31126164957965
118559,2024-03-01,371.60435195727064
118559,2024-03-04,374.1112535452656
118559,2024-03-05,378.4623836913609
118559,2024-03-06,379.46226032927683
118559,2024-03-07,387.158903527908
118559,2024-03-08,386.4447956612005
118559,2024-03-11,389.4582202513652
118559,2024-03-12,393.3369557430409
118559,2024-03-13,392.9954796250663
118559,2024-03-14,396.78603566115476
118559,2024-03-15,394.07357622676284
118559,2024-03-18,392.1935217226207
118559,2024-03-19,386.1341850389282
118559,2024-03-20,387.3686210433661
118559,2024-03-21,388.996739147692
118559,2024-03-22,394.6181924488482
118559,2024-03-25,398.4829567684976
118559,2024-03-26,397.2406675496794
118559,2024-03-27,391.7435891240626
118559,2024-03-28,393.8959086436435
118559,2024-03-29,399.26433097776146
118559,2024-04-01,403.00233135701825
118559,2024-04-02,408.3677957062867
118559,2024-04-03,407.45195971553466
118559,2024-04-04,405.29269754716603
118559,2024-04-05,401.83035651396403
118559,2024-04-08,401.6813748556317
118559,2024-04-09,401.4230577603793
118559,2024-04-10,402.5390666651335
118559,2024-04-11,402.035261053006
118559,2024-04-12,401.51119492086644
118559,2024-04-15,397.8894319917814
118559,2024-04-16,402.50472187483496
118559,2024-04-17,402.9950598677391
118559,2024-04-18,402.2723578608091
118559,2024-04-19,398.7849980317029
118559,2024-04-22,392.5308699258439
118559,2024-04-23,398.8096250548206
118559,2024-04-24,401.58361100510825
118559,2024-04-25,393.8784205940713
118559,2024-04-26,397.60360752935406
118559,2024-04-29,402.1242707055639
118559,2024-04-30,402.8450838764569
118559,2024-05-01,410.69143081573577
118559,2024-05-02,411.88269704389234
118559,2024-05-03,405.00348070188204
118559,2024-05-06,406.8997183437206
118559,2024-05-07,408.21757197630427
118559,2024-05-08,405.38472075042705
118559,2024-05-09,408.2964800337101
118559,2024-05-10,400.2481466809977
118559,2024-05-13,405.1258915671738
118559,2024-05-14,400.9784312777122
118559,2024-05-15,396.35941898138566
118559,2024-05-16,395.93694055967035
118559,2024-05-17,398.1128813595354
118559,2024-05-20,399.01543859931934
118559,2024-05-21,395.5791535577735
118559,2024-05-22,393.2954468226288
118559,2024-05-23,388.0659907013062
118559,2024-05-24,387.13612295511655
118559,2024-05-27,392.2464183329662
118559,2024-05-28,392.3440267941975
118559,2024-05-29,396.50796259499566
118559,2024-05-30,403.55185361393234
118559,2024-05-31,400.82536761021623
118559,2024-06-03,400.0482157075935
118559,2024-06-04,410.5912121326072
118559,2024-06-05,417.8308060433741
118559,2024-06-06,409.57076971257794
118559,2024-06-07,411.5964165491156
118559,2024-06-10,411.7226613641641
118559,2024-06-11,415.9294118541189
118559,2024-06-12,412.3358877104287
118559,2024-06-13,408.30518051576786
118559,2024-06-14,405.11515396453
118559,2024-06-17,402.4563254581207
118559,2024-06-18,406.5146507745321
118559,2024-06-19,400.8744981809994
118559,2024-06-20,397.9996801139732
118559,2024-06-21,389.57476370833336
118559,2024-06-24,394.39980839443376
118559,2024-06-25,400.53365666910247
118559,2024-06-26,399.08176975894503
118559,2024-06-27,397.7746203721741
118559,2024-06-28,400.057314799785
118559,2024-07-01,407.25585974533305
118559,2024-07-02,409.3749459588605
118559,2024-07-03,406.0710841025907
118559,2024-07-04,398.3046209865061
118559,2024-07-05,393.0941930519747
118559,2024-07-08,393.5575069987257
118559,2024-07-09,390.5806654552427
118559,2024-07-10,391.61164705105705
118559,2024-07-11,389.1307527288641
118559,2024-07-12,384.3064041469993
118559,2024-07-15,378.99360654203133
118559,2024-07-16,386.21277306644873
118559,2024-07-17,390.4486979843805
118559,2024-07-18,398.67397436733364
118559,2024-07-19,401.376749018451
118559,2024-07-22,399.4260993988083
118559,2024-07-23,405.88885006276763
118559,2024-07-24,405.8495535212272
118559,2024-07-25,407.04685079373775
118559,2024-07-26,406.9597865052972
118559,2024-07-29,392.6906162980722
118559,2024-07-30,400.37039605463957
118559,2024-07-31,402.849508505146
118559,2024-08-01,404.5647920532721
118559,2024-08-02,404.38625245345173
118559,2024-08-05,405.30062389517883
118559,2024-08-06,402.5172837782922
118559,2024-08-07,405.61624511691974
118559,2024-08-08,399.3757661210102
118559,2024-08-09,400.3873135240728
118559,2024-08-12,403.20559243687023
118559,2024-08-13,402.3653000449775
118559,2024-08-14,404.2767016021265
118559,2024-08-15,399.5887038332806
118559,2024-08-16,395.077378834313
118559,2024-08-19,396.31816100436697
118559,2024-08-20,399.664115067903
118559,2024-08-21,390.79221602549586
118559,2024-08-22,393.3574728999752
118559,2024-08-23,390.9114117082831
118559,2024-08-26,390.1242439344921
118559,2024-08-27,383.9703402016623
118559,2024-08-28,380.1615821664897
118559,2024-08-29,384.68303542903624
118559,2024-08-30,384.9501441291507
118559,2024-09-02,383.297421961498
118559,2024-09-03,382.87661496506223
118559,2024-09-04,385.23917115869193
118559,2024-09-05,387.3910917252627
118559,2024-09-06,387.1585315536692
118559,2024-09-09,392.3524604462108
118559,2024-09-10,397.039327024682
118559,2024-09-11,399.12793824987057
118559,2024-09-12,399.50924169115007
118559,2024-09-13,402.78036469076307
118559,2024-09-16,404.4201677613324
118559,2024-09-17,409.6896011276727
118559,2024-09-18,414.23499930752035
118559,2024-09-19,409.2977129575288
118559,2024-09-20,404.0867153657278
118559,2024-09-23,400.80755387973807
118559,2024-09-24,405.6227212732591
118559,2024-09-25,398.0717671515866
118559,2024-09-26,400.07688993947244
118559,2024-09-27,401.93745435469646
118559,2024-09-30,407.66577720322795
118559,2024-10-01,408.67029188626066
118559,2024-10-02,402.20573568925505
118559,2024-10-03,397.6961005971464
118559,2024-10-04,392.1745093075409
118559,2024-10-07,389.76054672795334
118559,2024-10-08,389.0220211129731
118559,2024-10-09,383.69813870307297
118559,2024-10-10,390.5847313663795
118559,2024-10-11,384.49029076200253
118559,2024-10-14,390.8164022112705
118559,2024-10-15,396.49182095570495
118559,2024-10-16,400.884803866336
118559,2024-10-17,397.6676234229917
118559,2024-10-18,399.42110323715536
118559,2024-10-21,393.4184217192535
118559,2024-10-22,397.8368585424406
118559,2024-10-23,397.60300312320726
118559,2024-10-24,395.7693206654398
118559,2024-10-25,390.07620346209166
118559,2024-10-28,378.5962321534234
118559,2024-10-29,373.99155915813594
118559,2024-10-30,379.09788221235095
118559,2024-10-31,377.379051981585
118559,2024-11-01,376.7254517343251
118559,2024-11-04,379.80203751099685
118559,2024-11-05,388.1455387499952
118559,2024-11-06,394.4335181593017
118559,2024-11-07,389.94959001813356
118559,2024-11-08,380.97651972017934
118559,2024-11-11,391.8783042158642
118559,2024-11-12,402.66589072781454
118559,2024-11-13,403.6972965182376
118559,2024-11-14,397.66369366719806
118559,2024-11-15,402.37947543097647
118559,2024-11-18,401.97878424641146
118559,2024-11-19,401.5543857075751
118559,2024-11-20,405.9849384786928
118559,2024-11-21,407.7357472926946
118559,2024-11-22,402.0560784701604
118559,2024-11-25,400.609921666495
118559,2024-11-26,403.9084777185221
118559,2024-11-27,406.5027926426869
118559,2024-11-28,407.90286911082444
118559,2024-11-29,412.59419078625297
118559,2024-12-02,410.92706110890356
118559,2024-12-03,411.9313821749134
118559,2024-12-04,395.36887801704296
118559,2024-12-05,393.35415636877076
118559,2024-12-06,397.07797522548645
118559,2024-12-09,395.3368940835488
118559,2024-12-10,393.2436924840365
118559,2024-12-11,388.44712794012975
118559,2024-12-12,393.24071727015644
118559,2024-12-13,395.9468265783387
118559,2024-12-16,399.987454113746
118559,2024-12-17,391.8218832151905
118559,2024-12-18,391.1850157227835
118559,2024-12-19,389.9874684798506
118559,2024-12-20,388.79143132539326
118559,2024-12-23,386.03399398929525
118559,2024-12-24,384.5465080150281
118559,2024-12-25,388.582607178349
118559,2024-12-26,379.7795727681601
