investor_id,sip_transactions,first_sip_date,last_sip_date,avg_gap_days,max_gap_days,at_risk
INV00155,6,2022-01-08,2025-10-26,277.4,435,True
INV00156,9,2022-02-16,2025-07-12,155.25,325,True
INV00157,6,2022-04-12,2025-11-12,262.0,710,True
INV00159,9,2022-03-18,2026-02-05,177.5,534,True
INV00161,8,2022-03-12,2025-04-24,162.71428571428572,426,True
INV00164,9,2022-10-22,2026-03-10,154.375,346,True
INV00165,8,2022-05-06,2025-12-15,188.42857142857142,347,True
INV00168,6,2022-03-14,2026-04-27,301.0,462,True
INV00169,6,2023-01-10,2026-01-09,219.0,436,True
INV00170,8,2022-06-29,2025-06-18,155.0,505,True
INV00178,8,2022-03-09,2024-10-15,135.85714285714286,236,True
INV00179,6,2023-01-26,2025-11-18,205.4,412,True
INV00181,6,2022-02-14,2025-10-20,268.8,490,True
INV00183,6,2022-07-17,2026-05-04,277.4,748,True
INV00186,6,2023-06-17,2026-01-27,191.0,393,True
INV00189,9,2022-01-15,2026-01-13,182.375,570,True
INV00190,8,2022-01-09,2025-09-21,193.0,460,True
INV00195,6,2022-01-25,2026-04-22,309.6,447,True
INV00197,6,2023-05-28,2026-01-18,193.2,590,True
INV00199,7,2023-04-09,2026-04-01,181.33333333333334,310,True
INV00201,8,2022-07-12,2025-08-06,160.14285714285714,335,True
INV00203,7,2022-03-07,2025-11-22,226.0,765,True
INV00204,6,2023-02-16,2025-05-03,161.4,328,True
INV00208,6,2022-01-12,2026-01-21,294.0,564,True
INV00209,6,2022-07-27,2026-05-19,278.4,735,True
INV00211,8,2022-05-09,2025-11-20,184.42857142857142,411,True
INV00217,9,2022-02-15,2026-03-19,186.625,390,True
INV00218,9,2022-01-08,2025-10-26,173.375,477,True
INV00219,10,2024-02-22,2025-10-11,66.33333333333333,187,True
INV00221,8,2022-11-26,2026-05-06,179.57142857142858,465,True
INV00222,7,2022-07-04,2026-05-18,235.66666666666666,357,True
INV00224,6,2022-02-06,2026-01-22,289.2,523,True
INV00230,7,2022-05-09,2025-04-07,177.33333333333334,431,True
INV00231,8,2022-04-01,2026-04-07,209.57142857142858,442,True
INV00232,10,2022-01-10,2026-01-13,162.66666666666666,585,True
INV00233,6,2022-06-10,2025-06-02,217.6,579,True
INV00234,9,2022-01-13,2026-04-27,195.625,479,True
INV00235,8,2022-01-31,2025-12-28,203.85714285714286,392,True
INV00236,6,2022-07-20,2026-02-27,263.6,766,True
INV00239,9,2022-04-11,2025-12-11,167.5,407,True
INV00242,9,2022-05-11,2025-10-25,157.875,471,True
INV00243,7,2022-01-17,2025-06-03,205.5,315,True
INV00245,9,2022-09-16,2026-01-02,150.5,344,True
INV00246,6,2022-08-24,2024-08-28,147.0,183,True
INV00251,6,2022-03-29,2025-09-16,253.4,442,True
INV00253,6,2022-07-19,2025-09-30,233.8,623,True
INV00255,6,2022-07-16,2025-08-11,224.4,555,True
INV00257,6,2022-01-17,2026-04-08,308.4,490,True
INV00263,6,2022-04-18,2025-12-22,268.8,617,True
INV00264,7,2022-07-09,2025-09-13,193.66666666666666,285,True
INV00265,6,2022-01-13,2025-02-28,228.4,397,True
INV00266,11,2022-03-23,2025-11-22,134.0,347,True
INV00268,6,2022-01-06,2025-09-18,270.2,399,True
INV00271,7,2022-06-18,2025-08-21,193.33333333333334,656,True
INV00273,7,2022-10-30,2026-01-12,195.0,419,True
INV00275,6,2023-06-05,2026-02-14,197.0,398,True
INV00276,8,2022-05-18,2026-05-06,207.0,758,True
INV00277,7,2022-08-02,2026-04-05,223.66666666666666,529,True
INV00279,11,2022-03-23,2025-10-25,131.2,530,True
INV00289,7,2023-02-15,2026-05-03,195.5,497,True
INV00290,6,2023-02-08,2026-03-27,228.6,622,True
INV00292,6,2022-04-16,2024-06-02,155.6,284,True
INV00293,7,2022-02-26,2025-02-08,179.66666666666666,314,True
INV00294,8,2022-12-07,2025-04-30,125.0,308,True
INV00295,8,2022-01-28,2025-09-07,188.28571428571428,583,True
INV00296,6,2022-08-17,2026-01-08,248.0,520,True
INV00298,6,2023-07-28,2026-02-04,184.4,403,True
INV00307,6,2022-03-12,2025-09-11,255.8,524,True
INV00310,7,2022-05-09,2026-04-07,238.16666666666666,795,True
INV00312,7,2022-01-31,2026-01-15,240.83333333333334,654,True
INV00315,7,2022-07-09,2025-11-18,204.66666666666666,473,True
INV00316,8,2022-06-15,2025-01-29,137.0,407,True
INV00318,6,2024-01-01,2025-10-04,128.4,263,True
INV00322,8,2023-01-16,2026-05-01,171.57142857142858,1042,True
INV00325,6,2022-05-22,2026-01-15,266.8,686,True
INV00327,7,2022-05-25,2025-11-22,212.83333333333334,420,True
INV00332,8,2022-01-17,2025-04-04,167.57142857142858,366,True
INV00334,8,2022-03-08,2026-02-05,204.28571428571428,438,True
INV00336,6,2022-07-08,2025-09-22,234.4,535,True
INV00337,7,2022-04-10,2025-11-11,218.5,505,True
INV00342,6,2022-01-07,2026-01-24,295.6,575,True
INV00343,7,2022-05-17,2026-03-20,233.83333333333334,423,True
INV00344,7,2023-10-18,2025-05-01,93.5,202,True
INV00346,6,2022-05-01,2026-04-27,291.4,535,True
INV00348,7,2022-02-24,2026-04-24,253.33333333333334,564,True
INV00349,7,2022-06-18,2026-01-15,217.83333333333334,529,True
INV00351,7,2022-03-15,2025-09-05,211.66666666666666,443,True
INV00366,6,2022-05-08,2026-03-24,283.2,825,True
INV00377,8,2022-06-26,2026-01-29,187.57142857142858,445,True
INV00380,8,2022-05-06,2025-08-13,170.71428571428572,311,True
INV00382,8,2022-01-25,2026-02-28,213.57142857142858,581,True
INV00384,7,2022-06-29,2026-02-23,222.5,427,True
INV00387,6,2024-02-28,2025-12-18,131.8,416,True
INV00389,7,2022-04-05,2026-05-10,249.33333333333334,834,True
INV00391,7,2023-04-01,2025-04-29,126.5,307,True
INV00392,6,2022-11-29,2026-01-29,231.4,576,True
INV00393,7,2022-01-13,2026-02-06,247.5,388,True
INV00395,8,2022-10-28,2026-05-16,185.14285714285714,536,True
INV00400,7,2022-01-22,2026-04-01,255.0,450,True
INV00405,6,2022-01-22,2025-05-21,243.0,377,True
INV00407,6,2022-07-03,2025-03-24,199.0,549,True
INV00408,7,2023-04-08,2026-04-10,183.0,400,True
INV00409,6,2023-12-18,2025-08-27,123.6,234,True
INV00411,6,2022-12-03,2026-01-10,226.8,337,True
INV00412,7,2022-02-16,2026-04-24,254.66666666666666,595,True
INV00415,6,2022-12-09,2026-03-24,240.2,507,True
INV00416,7,2024-01-24,2026-02-11,124.83333333333333,219,True
INV00417,7,2022-03-29,2025-12-30,228.66666666666666,468,True
INV00421,8,2022-05-17,2025-04-03,150.28571428571428,386,True
INV00424,8,2022-11-10,2026-01-15,166.0,319,True
INV00425,6,2022-07-08,2026-05-06,279.6,599,True
INV00427,6,2022-09-13,2025-05-21,196.2,510,True
INV00428,9,2022-07-02,2025-11-19,154.5,365,True
INV00440,8,2023-03-08,2026-02-18,154.0,439,True
INV00449,7,2022-06-24,2026-02-21,223.0,467,True
INV00450,6,2022-06-13,2025-04-10,206.4,433,True
INV00451,6,2022-05-19,2026-04-08,284.0,516,True
INV00455,12,2022-04-04,2025-10-30,118.63636363636364,558,True
INV00457,9,2022-01-13,2025-07-31,161.875,529,True
INV00462,6,2022-07-28,2025-08-30,225.8,557,True
INV00464,6,2022-08-11,2024-11-19,166.2,290,True
INV00469,8,2022-03-04,2026-05-03,217.28571428571428,958,True
INV00475,7,2023-04-29,2026-04-13,180.0,419,True
INV00476,6,2022-09-24,2026-01-30,244.8,887,True
INV00477,7,2022-01-09,2025-08-27,221.0,365,True
INV00480,7,2022-11-27,2026-04-28,208.0,413,True
INV00487,6,2022-01-05,2025-12-26,290.2,874,True
INV00497,7,2022-10-10,2024-03-27,89.0,247,True
INV00500,6,2022-08-13,2025-07-19,214.2,421,True
INV00501,6,2022-01-12,2025-10-15,274.4,539,True
INV00502,6,2022-03-14,2025-08-18,250.6,361,True
INV00505,6,2022-07-13,2023-11-27,100.4,197,True
INV00510,7,2022-03-18,2026-04-14,248.0,378,True
INV00514,8,2022-10-01,2024-10-22,107.42857142857143,208,True
INV00515,6,2023-04-19,2025-10-15,182.0,390,True
INV00516,6,2023-12-16,2025-03-23,92.6,211,True
INV00517,7,2022-04-03,2026-04-14,245.33333333333334,394,True
INV00519,6,2022-09-05,2025-12-06,237.6,690,True
INV00529,6,2022-08-25,2026-04-18,266.4,397,True
INV00530,8,2023-09-01,2026-01-20,124.57142857142857,219,True
INV00535,6,2022-07-08,2025-12-14,251.0,492,True
INV00539,6,2022-01-31,2025-10-15,270.6,566,True
INV00540,6,2022-04-30,2026-01-12,270.6,557,True
INV00543,7,2022-12-25,2025-12-02,178.83333333333334,383,True
INV00547,6,2023-06-29,2025-09-01,159.0,329,True
INV00549,6,2023-11-04,2026-04-18,179.2,414,True
INV00550,7,2022-09-11,2025-06-29,170.33333333333334,546,True
INV00555,11,2023-01-10,2026-04-03,117.9,285,True
INV00558,6,2022-03-02,2026-03-26,297.0,815,True
INV00559,6,2024-05-15,2026-04-03,137.6,338,True
INV00562,8,2022-01-09,2025-10-14,196.28571428571428,526,True
INV00564,10,2022-03-24,2026-01-09,154.11111111111111,506,True
INV00566,6,2023-06-29,2025-11-27,176.4,548,True
INV00574,6,2022-03-03,2026-02-10,288.0,400,True
INV00576,10,2022-01-09,2026-03-22,170.33333333333334,324,True
INV00578,8,2022-06-01,2026-02-01,191.57142857142858,342,True
INV00582,7,2022-06-02,2025-12-11,214.66666666666666,451,True
INV00583,6,2022-09-06,2023-11-20,88.0,226,True
INV00584,11,2022-06-16,2025-12-02,126.5,365,True
INV00585,7,2022-02-09,2025-11-19,229.83333333333334,511,True
INV00587,9,2022-03-10,2025-08-31,158.75,316,True
INV00590,7,2022-06-05,2026-03-03,227.83333333333334,421,True
INV00596,6,2023-02-19,2026-01-26,214.4,343,True
INV00599,7,2022-01-23,2026-03-31,254.66666666666666,347,True
INV00600,9,2022-02-26,2026-02-09,180.5,462,True
INV00604,6,2022-01-17,2026-04-27,312.2,655,True
INV00613,9,2022-01-29,2025-01-17,135.5,475,True
INV00616,8,2022-11-12,2026-02-20,170.85714285714286,421,True
INV00618,6,2022-12-18,2025-06-23,183.6,549,True
INV00620,6,2022-01-09,2025-04-20,239.4,550,True
INV00621,7,2022-09-30,2026-02-17,206.0,465,True
INV00628,9,2022-04-18,2026-02-05,173.625,413,True
INV00632,7,2022-03-17,2025-09-03,211.0,617,True
INV00633,6,2022-06-29,2025-11-16,247.2,796,True
INV00634,6,2022-01-20,2025-12-02,282.4,483,True
INV00636,6,2023-07-05,2026-03-29,199.6,636,True
INV00639,7,2023-08-21,2025-06-07,109.33333333333333,238,True
INV00642,7,2023-02-18,2026-02-14,182.0,341,True
INV00643,7,2022-02-17,2025-12-21,233.83333333333334,555,True
INV00644,7,2022-08-12,2026-04-07,222.33333333333334,808,True
INV00646,8,2023-05-14,2025-08-04,116.14285714285714,204,True
INV00647,8,2022-05-29,2026-02-18,194.42857142857142,361,True
INV00648,6,2023-01-12,2026-05-02,241.2,501,True
INV00651,8,2022-03-08,2025-06-02,168.85714285714286,609,True
INV00656,6,2023-02-22,2026-05-07,234.0,510,True
INV00657,7,2022-01-13,2024-09-07,161.33333333333334,740,True
INV00665,8,2022-10-14,2025-11-28,163.0,320,True
INV00667,6,2022-09-18,2024-10-15,151.6,303,True
INV00672,13,2023-01-19,2026-04-29,99.66666666666667,218,True
INV00673,6,2022-02-10,2026-05-09,309.8,612,True
INV00674,8,2022-06-01,2025-09-13,171.42857142857142,393,True
INV00675,8,2023-06-03,2025-10-23,124.71428571428571,262,True
INV00677,6,2022-05-27,2024-12-18,187.2,719,True
INV00679,7,2022-03-10,2026-04-18,250.0,513,True
INV00682,7,2023-03-16,2025-10-03,155.33333333333334,432,True
INV00683,6,2022-02-10,2025-07-30,253.2,406,True
INV00688,7,2022-01-02,2026-05-02,263.5,581,True
INV00695,7,2022-01-29,2025-09-30,223.33333333333334,328,True
INV00696,6,2022-02-07,2024-09-16,190.4,472,True
INV00698,11,2022-01-29,2026-04-02,152.4,377,True
INV00700,8,2022-09-22,2025-08-29,153.14285714285714,403,True
INV00701,7,2022-09-29,2026-05-10,219.83333333333334,426,True
INV00702,6,2022-01-09,2025-10-02,272.4,494,True
INV00705,6,2023-04-24,2025-12-06,191.4,415,True
INV00706,9,2022-02-14,2025-12-25,176.25,534,True
INV00707,8,2022-05-15,2026-04-19,205.0,459,True
INV00710,7,2022-03-26,2025-05-09,190.0,345,True
INV00712,6,2023-10-27,2026-02-16,168.6,466,True
INV00715,7,2022-08-01,2026-02-27,217.66666666666666,430,True
INV00717,9,2022-12-20,2025-10-14,128.625,403,True
INV00725,8,2022-01-10,2025-04-20,170.85714285714286,466,True
INV00728,7,2022-01-25,2025-08-17,216.66666666666666,317,True
INV00729,7,2023-04-28,2026-04-14,180.33333333333334,284,True
INV00732,9,2022-08-06,2024-11-23,105.0,220,True
INV00734,7,2022-12-10,2025-12-05,181.83333333333334,514,True
INV00736,7,2022-03-26,2025-12-25,228.33333333333334,538,True
INV00738,7,2022-03-11,2025-09-29,216.33333333333334,609,True
INV00740,8,2022-02-12,2025-04-26,167.0,559,True
INV00741,8,2022-05-20,2026-02-08,194.28571428571428,640,True
INV00745,9,2022-04-12,2025-02-04,128.625,385,True
INV00747,7,2022-11-11,2025-06-18,158.33333333333334,529,True
INV00752,6,2023-10-18,2026-03-04,173.6,273,True
INV00756,7,2022-05-17,2026-04-09,237.16666666666666,518,True
INV00757,6,2023-01-20,2024-12-30,142.0,322,True
INV00760,8,2022-02-19,2026-02-23,209.28571428571428,512,True
INV00761,9,2022-01-05,2025-12-31,182.0,435,True
INV00762,6,2022-04-20,2025-10-15,254.8,610,True
INV00763,8,2022-03-20,2026-03-23,209.14285714285714,578,True
INV00766,6,2022-01-04,2026-04-16,312.6,501,True
INV00782,7,2024-02-10,2026-03-16,127.5,165,True
INV00794,6,2022-03-04,2024-11-27,199.8,719,True
INV00796,6,2023-02-04,2026-04-17,233.6,469,True
INV00799,8,2022-01-10,2026-02-07,212.71428571428572,604,True
INV00800,6,2022-08-31,2025-11-15,234.4,584,True
INV00804,8,2023-03-12,2025-12-03,142.42857142857142,495,True
INV00806,9,2022-06-09,2026-02-28,170.0,412,True
INV00807,6,2022-03-20,2026-02-02,283.0,833,True
INV00808,7,2022-03-29,2024-08-18,145.5,443,True
INV00810,6,2022-07-30,2025-12-07,245.2,618,True
INV00811,6,2022-04-15,2025-02-01,204.6,426,True
INV00818,8,2022-02-22,2025-12-05,197.42857142857142,398,True
INV00819,7,2022-05-01,2025-11-28,217.83333333333334,436,True
INV00821,8,2022-01-19,2025-08-03,184.57142857142858,410,True
INV00827,8,2022-05-27,2026-04-22,203.71428571428572,303,True
INV00831,9,2022-10-09,2026-03-18,157.0,279,True
INV00836,7,2022-03-01,2025-11-01,223.5,481,True
INV00848,6,2022-11-10,2025-10-30,217.0,502,True
INV00850,7,2023-05-15,2026-03-27,174.5,616,True
INV00856,7,2022-01-26,2026-02-21,247.83333333333334,460,True
INV00857,6,2022-06-30,2024-05-08,135.6,379,True
INV00862,6,2022-01-23,2026-04-01,305.8,586,True
INV00864,8,2022-08-01,2026-04-14,193.14285714285714,333,True
INV00866,7,2022-05-13,2026-03-26,235.5,383,True
INV00868,10,2022-03-01,2026-01-09,156.66666666666666,350,True
INV00870,6,2022-11-23,2026-02-12,235.4,475,True
INV00875,8,2022-03-02,2026-04-05,213.57142857142858,685,True
INV00876,7,2022-11-24,2025-10-02,173.83333333333334,343,True
INV00879,8,2022-03-08,2025-10-11,187.57142857142858,537,True
INV00881,7,2023-03-25,2026-02-26,178.16666666666666,410,True
INV00882,6,2022-01-26,2026-01-27,292.4,965,True
INV00883,6,2022-05-15,2025-11-22,257.4,576,True
INV00884,8,2022-11-25,2025-07-24,138.85714285714286,513,True
INV00886,6,2022-02-23,2025-11-23,273.8,495,True
INV00887,6,2022-03-19,2025-09-22,256.6,470,True
INV00889,6,2022-01-11,2026-03-25,306.8,531,True
INV00890,8,2022-03-26,2025-12-31,196.57142857142858,517,True
INV00892,6,2022-05-27,2026-01-28,268.4,593,True
INV00901,7,2023-02-15,2025-02-13,121.5,430,True
INV00905,8,2022-03-29,2025-09-10,180.14285714285714,781,True
INV00913,7,2023-11-26,2026-04-04,143.33333333333334,314,True
INV00919,7,2022-03-26,2026-05-11,251.16666666666666,493,True
INV00924,6,2023-07-23,2025-04-07,124.8,372,True
INV00925,8,2023-05-03,2026-02-01,143.57142857142858,429,True
INV00928,6,2022-01-24,2026-04-20,309.4,736,True
INV00931,6,2022-10-15,2025-04-26,184.8,386,True
INV00932,8,2022-04-08,2025-12-20,193.14285714285714,390,True
INV00938,7,2023-01-26,2026-01-15,180.83333333333334,351,True
INV00940,6,2022-03-03,2023-06-17,94.2,204,True
INV00943,8,2022-01-13,2026-03-10,216.71428571428572,402,True
INV00944,6,2022-03-31,2025-11-26,267.2,481,True
INV00954,6,2022-06-25,2024-05-26,140.2,274,True
INV00958,7,2022-06-21,2026-03-23,228.5,712,True
INV00961,9,2022-05-07,2025-10-07,156.125,366,True
INV00968,6,2023-08-25,2026-03-23,188.2,380,True
INV00972,6,2022-06-02,2025-12-31,261.6,492,True
INV00977,9,2022-09-26,2025-11-24,144.375,357,True
INV00978,6,2023-12-09,2026-04-09,170.4,399,True
INV00981,7,2022-05-24,2025-09-04,199.83333333333334,397,True
INV00982,7,2022-05-12,2026-03-18,234.33333333333334,729,True
INV00983,7,2022-07-31,2026-04-20,226.5,558,True
INV00984,9,2022-06-04,2025-03-23,127.875,342,True
INV00986,8,2023-08-21,2025-10-29,114.28571428571429,342,True
INV00988,6,2022-11-07,2025-08-10,201.4,381,True
INV00989,10,2022-08-17,2026-02-05,140.88888888888889,300,True
INV00992,7,2022-09-18,2026-01-08,201.33333333333334,383,True
INV00996,7,2022-08-16,2026-05-02,225.83333333333334,402,True
INV00999,8,2022-01-23,2025-05-31,174.85714285714286,418,True
INV01000,6,2023-01-29,2026-01-02,213.8,365,True
INV01001,7,2022-02-26,2024-07-17,145.33333333333334,457,True
INV01004,7,2022-06-12,2026-04-08,232.66666666666666,702,True
INV01009,6,2022-04-28,2026-03-15,283.4,874,True
INV01016,6,2022-08-30,2025-12-18,241.2,562,True
INV01023,7,2022-07-27,2026-05-12,230.83333333333334,462,True
INV01028,9,2022-03-15,2026-04-01,184.75,753,True
INV01033,11,2022-05-30,2026-05-01,143.2,772,True
INV01034,6,2022-02-19,2026-04-28,305.8,1020,True
INV01035,6,2022-05-19,2026-03-11,278.4,679,True
INV01037,7,2022-02-09,2025-10-14,223.83333333333334,425,True
INV01038,8,2022-04-27,2026-05-16,211.42857142857142,602,True
INV01039,7,2022-06-12,2026-01-02,216.66666666666666,315,True
INV01041,6,2022-07-27,2026-03-10,264.4,591,True
INV01045,9,2022-04-04,2025-10-08,160.375,407,True
INV01046,6,2022-10-26,2025-10-27,219.4,585,True
INV01047,7,2022-06-22,2026-02-11,221.66666666666666,935,True
INV01050,6,2022-01-29,2026-05-15,313.4,610,True
INV01052,7,2022-08-20,2025-08-28,184.0,530,True
INV01053,8,2022-05-25,2026-04-19,203.57142857142858,484,True
INV01057,7,2022-04-06,2025-12-02,222.66666666666666,397,True
INV01062,9,2022-06-26,2026-01-05,161.125,352,True
INV01063,7,2023-06-21,2026-04-21,172.5,350,True
INV01066,7,2023-02-01,2025-10-28,166.66666666666666,366,True
INV01067,9,2022-01-15,2026-03-03,188.5,477,True
INV01069,6,2023-11-20,2025-10-19,139.8,317,True
INV01075,6,2022-11-20,2025-04-03,173.0,375,True
INV01079,6,2023-08-19,2026-02-10,181.2,276,True
INV01080,10,2022-02-15,2026-05-06,171.22222222222223,426,True
INV01085,6,2022-04-20,2026-02-12,278.8,795,True
INV01088,7,2022-12-20,2025-02-12,130.83333333333334,225,True
INV01093,7,2023-11-18,2026-04-11,145.83333333333334,366,True
INV01095,7,2022-06-13,2026-05-06,237.16666666666666,555,True
INV01098,6,2022-03-04,2025-05-18,234.2,331,True
INV01099,6,2023-05-09,2025-06-05,151.6,302,True
INV01102,6,2023-10-22,2025-12-18,157.6,277,True
INV01112,9,2022-06-12,2025-08-13,144.75,269,True
INV01116,9,2022-02-19,2025-08-23,160.125,736,True
INV01118,9,2022-08-14,2025-06-25,130.75,410,True
INV01126,6,2023-04-08,2025-04-18,148.2,400,True
INV01129,6,2022-07-29,2025-11-18,241.6,463,True
INV01131,9,2022-03-08,2026-01-10,175.5,612,True
INV01132,6,2022-04-01,2026-05-01,298.2,469,True
INV01133,6,2022-01-22,2025-04-17,236.2,671,True
INV01134,11,2022-03-22,2026-01-24,140.4,421,True
INV01138,7,2022-04-16,2025-02-09,171.66666666666666,278,True
INV01142,6,2022-01-09,2026-01-01,290.6,903,True
INV01147,8,2022-02-24,2025-11-08,193.28571428571428,529,True
INV01149,6,2022-08-15,2026-04-16,268.0,552,True
INV01156,6,2023-04-25,2026-02-15,205.4,664,True
INV01158,9,2022-03-22,2026-03-24,182.875,511,True
INV01159,6,2022-08-30,2025-08-05,214.2,324,True
INV01163,8,2022-01-15,2026-04-18,222.0,637,True
INV01166,6,2022-07-10,2026-04-02,272.4,715,True
INV01169,8,2023-01-26,2026-02-21,160.28571428571428,295,True
INV01173,6,2023-08-04,2025-09-23,156.2,336,True
INV01176,7,2022-08-21,2026-03-08,215.83333333333334,692,True
INV01182,9,2022-03-27,2024-08-02,107.375,309,True
INV01184,6,2022-03-06,2024-08-02,176.0,243,True
INV01186,11,2022-03-01,2024-11-30,100.5,234,True
INV01188,7,2022-09-27,2025-11-20,191.66666666666666,573,True
INV01192,8,2022-09-17,2026-01-22,174.71428571428572,673,True
INV01193,6,2023-03-12,2026-03-26,222.0,500,True
INV01199,7,2023-01-13,2024-10-14,106.66666666666667,319,True
INV01205,6,2022-01-11,2026-01-13,292.6,620,True
INV01206,6,2022-08-15,2025-09-05,223.4,617,True
INV01209,6,2023-02-08,2026-04-25,234.4,395,True
INV01214,6,2022-03-07,2026-02-14,288.0,959,True
INV01216,7,2022-07-24,2026-04-09,225.83333333333334,550,True
INV01218,6,2022-12-05,2025-11-30,218.2,472,True
INV01223,8,2022-08-31,2026-05-19,193.85714285714286,821,True
INV01229,12,2022-09-27,2026-01-09,109.0909090909091,358,True
INV01231,6,2022-01-23,2025-05-19,242.4,805,True
INV01237,6,2022-08-03,2024-05-24,132.0,276,True
INV01239,6,2022-07-04,2025-07-26,223.6,646,True
INV01243,6,2022-05-22,2025-07-10,229.0,548,True
INV01244,7,2022-02-13,2024-09-19,158.16666666666666,274,True
INV01245,8,2022-01-08,2025-12-12,204.85714285714286,541,True
INV01251,6,2022-05-08,2026-01-31,272.8,610,True
INV01253,9,2022-05-27,2026-05-06,180.0,319,True
INV01254,9,2022-05-06,2025-07-28,147.375,282,True
INV01255,9,2022-05-30,2025-05-24,136.25,529,True
INV01256,7,2022-03-30,2026-02-19,237.0,571,True
INV01257,10,2022-03-26,2026-02-04,156.77777777777777,427,True
INV01258,6,2022-02-11,2024-03-11,151.8,282,True
INV01265,8,2022-08-16,2026-03-29,188.71428571428572,431,True
INV01271,6,2023-02-13,2025-06-28,173.2,232,True
INV01273,7,2022-01-21,2025-04-30,199.16666666666666,310,True
INV01276,8,2023-06-05,2025-12-08,131.0,393,True
INV01279,8,2024-03-14,2025-07-10,69.0,129,True
INV01280,10,2022-06-27,2026-04-29,155.77777777777777,630,True
INV01284,7,2022-01-26,2024-07-14,150.0,467,True
INV01287,6,2022-05-27,2025-04-26,213.0,338,True
INV01290,7,2023-01-04,2025-10-12,168.66666666666666,411,True
INV01292,8,2022-05-03,2026-02-28,199.57142857142858,367,True
INV01295,6,2022-06-30,2025-07-02,219.6,441,True
INV01298,6,2022-03-22,2026-02-20,286.2,1287,True
INV01300,6,2022-03-06,2025-04-19,228.0,391,True
INV01301,8,2022-08-16,2026-03-31,189.0,617,True
INV01303,7,2022-07-04,2026-04-08,229.0,308,True
INV01306,6,2022-04-25,2025-01-13,198.8,511,True
INV01319,8,2022-04-21,2025-12-24,191.85714285714286,389,True
